11:19:57.90,-0.08740235,-0.00219727,1.22387695
11:19:58.05,-0.09033204,-0.00317383,1.22875976
11:19:58.19,-0.09399415,-0.0065918,1.22363281
11:19:58.33,-0.09082032,-0.00219727,1.2211914
11:19:58.48,-0.09399415,-0.00219727,1.22753906
11:19:58.60,-0.09545899,-0.00170898,1.21948242
11:19:58.74,-0.09399415,-0.00537109,1.23291015
11:19:58.88,-0.09497071,-0.00024414,1.22460937
11:19:59.04,-0.09423829,0.00317383,1.2290039
11:19:59.18,-0.09155274,0.00073242,1.22680664
11:19:59.32,-0.08984375,-0.00390625,1.22363281
11:19:59.60,-0.09179688,0.00048828,1.23754882
11:19:59.73,-0.09204102,-0.00537109,1.22021484
11:19:59.88,-0.09350586,0,1.22729492
11:20:00.03,-0.08935547,-0.00463867,1.21777343
11:20:00.16,-0.09570313,0.00488281,1.23046875
11:20:00.30,-0.08764649,-0.00048828,1.22436523
11:20:00.44,-0.09448243,-0.00170898,1.23291015
11:20:00.59,-0.0913086,0.00366211,1.23242187
11:20:00.73,-0.09277344,-0.0012207,1.22827148
11:20:00.88,-0.09594727,0.00561523,1.23608398
11:20:01.02,-0.09301758,-0.00170898,1.22827148
11:20:01.14,-0.09204102,-0.00195312,1.2302246
11:20:01.29,-0.08862305,-0.0065918,1.22827148
11:20:01.43,-0.09594727,-0.00463867,1.234375
11:20:01.58,-0.09814454,-0.00219727,1.22143554
11:20:01.72,-0.09619141,-0.00219727,1.22680664
11:20:01.87,-0.09277344,-0.00585938,1.23510742
11:20:02.01,-0.09057618,-0.00561523,1.2302246
11:20:02.15,-0.09838868,-0.00244141,1.23632812
11:20:02.28,-0.09277344,0.00390625,1.234375
11:20:02.42,-0.09716797,0.00390625,1.22924804
11:20:02.57,-0.0979004,-0.00268555,1.22827148
11:20:02.71,-0.09179688,-0.00488281,1.22680664
11:20:02.85,-0.08813477,-0.00170898,1.23046875
11:20:03.00,-0.09667969,0.00024414,1.22338867
11:20:03.13,-0.09326172,-0.00708008,1.23828125
11:20:03.27,-0.09033204,-0.01025391,1.23315429
11:20:03.42,-0.08886719,-0.00244141,1.22631835
11:20:03.56,-0.09326172,-0.00585938,1.22460937
11:20:03.70,-0.09741211,-0.0012207,1.24096679
11:20:03.85,-0.09619141,-0.00073242,1.23242187
11:20:03.99,-0.09887696,0.00024414,1.2368164
11:20:04.12,-0.09204102,-0.00073242,1.22875976
11:20:04.26,-0.09301758,0.00244141,1.22192382
11:20:04.40,-0.09106446,-0.00292969,1.22412109
11:20:04.55,-0.09594727,-0.0012207,1.2265625
11:20:04.70,-0.09497071,-0.00439453,1.23657226
11:20:04.83,-0.08789063,-0.00463867,1.22509765
11:20:04.98,-0.09472657,-0.00024414,1.234375
11:20:05.11,-0.09033204,-0.00097656,1.22436523
11:20:05.25,-0.09619141,-0.00048828,1.23901367
11:20:05.40,-0.08911133,-0.00219727,1.23608398
11:20:05.54,-0.0913086,-0.00219727,1.22802734
11:20:05.68,-0.08984375,-0.00195312,1.23193359
11:20:05.83,-0.09228516,-0.0065918,1.2355957
11:20:05.98,-0.09082032,-0.00366211,1.22607421
11:20:06.10,-0.09472657,-0.00024414,1.21484375
